iline it ipx ipy ipz
501 20 -0.0001165381307505764 2.923994296865242 -1.530514163359394
501 28 -9.46664267195696e-06 1.954133473918451 -0.701286309293541
501 34 -0.0006991102840969154 1.818447678027538 0.2138667259687496
501 40 -0.0003504219539052916 2.250653339729549 1.139081102782723
501 55 0.0001669397778017584 4.258568909374643 1.186455429008829
501 84 -0.000283918466206956 2.91918008596976 -1.530360607068543
501 92 -7.172823772039205e-05 1.952881179755265 -0.7017476313284896
501 98 -0.0003037166297714389 1.816783651316761 0.2113772036728438
501 104 -0.00041323458773454 2.244704824030011 1.134735080891232
501 119 7.945176942270038e-05 4.234109053443803 1.20899438984039
501 148 -5.638493851831128e-05 2.934268442170124 -1.535087518201864
501 156 0.000618539127057588 1.956154572625266 -0.7118228532541303
501 162 0.0002545779035234008 1.814151558376496 0.1995600254758398
501 168 -0.0001363735981040892 2.23052287547346 1.121451067494128
501 182 0.0001398558647441872 4.176966586491504 1.256912530008894
501 211 -0.0001219685286780736 2.96803113819998 -1.543743653750695
501 220 0.001121047625574023 1.963730318336487 -0.7306527764102231
501 226 0.0009077680205319405 1.81079599109799 0.1791785232035888
501 232 0.0008453237631821375 2.209271432496741 1.09987220692943
501 245 4.19688460671086e-05 4.089176838614474 1.321647253734737
501 275 -0.0004669728565169784 3.020891110354534 -1.555182517985938
501 284 -4.790903895512955e-05 1.975785751111431 -0.7584305075348925
501 289 -0.0003338537757863191 1.806649332824214 0.1496167226612101
501 296 0.001685670208006362 2.180517080035318 1.068934676281584
501 308 5.979148649570831e-05 3.966251656097073 1.397238209144803
501 339 -5.839408322994011e-05 3.098472576304323 -1.567654280126441
501 347 -0.002393810165577603 1.993699498693635 -0.7960142832119868
501 353 -0.001828703902255202 1.802406864893747 0.1104268493142802
501 359 -0.0003211022599607372 2.145350571355573 1.028033179742247
501 371 0.0001511680745729382 3.812163324022932 1.470889147490008
501 402 -0.0002218862682024092 3.204473838214035 -1.577053051392957
501 411 -0.0007729887816001479 2.01812586576575 -0.8422214602050985
501 417 -0.001297344016596036 1.799026992768225 0.06298763832588108
501 423 0.0006637671113232102 2.106967105449429 0.9790252508947095
501 434 0.0002984054884049847 3.639957965666037 1.529097739057633
501 465 -0.0001407402731699037 3.33902932907343 -1.577437618345559
501 475 0.0001852781647642132 2.049334072284393 -0.896310022796469
501 481 -0.001048394919660633 1.796670130859804 0.007395919744204702
501 487 0.001344362810965671 2.065587378350942 0.9212609490382651
501 497 0.0001267378805903108 3.452678489377927 1.566948679016496
501 528 -2.160477116494586e-05 3.511846144699232 -1.558980384496807
501 538 -0.002387243851128262 2.089752151432995 -0.9592843439762886
501 544 -0.07203846890450835 1.794807561169837 -0.05470417337376544
501 550 -0.0001936652750935686 2.022430996808848 0.8541925840224284
501 559 -7.885370379523415e-05 3.258014556123414 1.579866237200407
501 590 4.08289624378444e-05 3.730468855950397 -1.504021776152921
501 602 3.552322126976204e-05 2.14111413367627 -1.029774985593121
501 608 -0.01373315988172996 1.798667457858347 -0.1222511409674733
501 614 0.001240176185446251 1.980410662880653 0.7798234751104143
501 622 0.0001493025287515604 3.06906878514206 1.566823752231816
501 652 -5.017565441400862e-05 3.991750469933205 -1.387162891497574
501 665 -0.001556704228757089 2.204454038779259 -1.106027762509342
501 671 0.001180917968480522 1.804935217224136 -0.199597260580252
501 677 0.000233893964586035 1.940513569513048 0.69894059848597
501 685 0.0004472492676099171 2.890694141638058 1.530753569254781
501 714 9.082905466495372e-05 4.286640614364502 -1.168707891041668
501 728 -0.001867446032207676 2.282061184720481 -1.186897455345895
501 735 0.001456342780219388 1.81580671767711 -0.284341839733843
501 740 -0.0007512508957315811 1.903543137496587 0.6117426087435573
501 748 0.0005878120770088646 2.724630446569337 1.474742981112046
501 775 -2.332038669283776e-05 4.577158815363122 -0.7958847082319899
501 791 -0.0003142317110200743 2.377640864648991 -1.271260727978497
501 798 0.0006383887811285405 1.83240111408193 -0.3755291503660736
501 804 0.002039852737774461 1.870502579442896 0.5188481860717103
501 811 0.0008630148234946566 2.572499577700879 1.401935310262341
501 834 3.510957556174255e-05 4.766869298950488 -0.241948046768423
501 855 -0.0001013022221060811 2.495925913281377 -1.357088243075104
501 861 -0.000902011747819953 1.855937481956823 -0.4729221779559493
501 867 -0.001793742432312673 1.841889815324771 0.4197221208474937
501 874 0.001145027830556256 2.434850396292361 1.315217868928527
