iline it ipx ipy ipz
181 8 9.019952267408371e-05 2.050865650177002 -0.4541560394653201
181 17 -0.001011967658996582 1.484727621078491 -0.6061881975557717
181 26 0.00167316198348999 1.336808323860168 -0.0408519395352815
181 41 0.001334071159362793 1.363675355911255 0.5812717532223044
181 55 0.004007965326309204 1.414441823959351 0.7773646539018176
181 72 -0.002732008695602417 1.566876888275146 0.7884120680835722
181 95 0.0001697242259979248 2.231338262557983 0.1025935578930588
181 111 0.01566311717033386 1.590036273002625 -0.6985051401687458
181 116 0.0002464652061462402 1.36938738822937 -0.3760833996170501
181 130 0.001124203205108643 1.335587501525879 0.3557068774552334
181 143 0.003336966037750244 1.365189909934998 0.7171121523642602
181 154 0.01696860790252686 1.401893138885498 0.8213113271781997
181 165 -0.007180720567703247 1.524654269218445 0.8190082756785438
181 185 0.001358151435852051 2.075968503952026 0.4603663598727548
181 206 0.01106318831443787 1.681773900985718 -0.7073911491184753
181 210 -0.02175688743591309 1.399377703666687 -0.5562941695233844
181 219 -0.002272188663482666 1.317935585975647 0.04737067403418535
181 234 -0.0023326575756073 1.324490785598755 0.6088962211338059
181 247 6.925314664840698e-05 1.291650772094727 0.7890666682946333
